PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_NAME;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_CATEGORY;REQUIREMENTS_ATTRIBUTES_OBJETIVE_ID;REQUIREMENTS_ATTRIBUTES_OBJETIVE_NAME;REQUIREMENTS_ATTRIBUTES_CHECK_SUMMARY;STATUS;STATUSEXTENDED;RESOURCEID;CHECKID;MUTED;RESOURCENAME;FRAMEWORK;NAME
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.6;Capacity Management;The use of resources should be monitored and adjusted in line with current and expected capacity requirements.;A.8 Technological controls;A.8.6;Capacity Management;The use of resources should be monitored and adjusted in line with current and expected capacity requirements.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.8;Management of Technical Vulnerabilities;Information about technical vulnerabilities of information systems in use should be obtained, the organisations exposure to such vulnerabilities should be evaluated and appropriate measures should be taken.;A.8 Technological controls;A.8.8;Management of Technical Vulnerabilities;Information about technical vulnerabilities of information systems in use should be obtained, the organisations exposure to such vulnerabilities should be evaluated and appropriate measures should be taken.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.17;Clock Synchronisation;The clocks of information processing systems used by the organisation should be synchronised to approved time sources.;A.8 Technological controls;A.8.17;Clock Synchronisation;The clocks of information processing systems used by the organisation should be synchronised to approved time sources.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.18;Use of Privileged Utility Programs;The use of utility programs that can be capable of overriding system and application controls should be restricted and tightly controlled;A.8 Technological controls;A.8.18;Use of Privileged Utility Programs;The use of utility programs that can be capable of overriding system and application controls should be restricted and tightly controlled;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.19;Installation of Software on Operational Systems;Procedures and measures should be implemented to securely manage software installation on operational systems.;A.8 Technological controls;A.8.19;Installation of Software on Operational Systems;Procedures and measures should be implemented to securely manage software installation on operational systems.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.25;Secure Development Life Cycle;Rules for the secure development of software and systems should be established and applied.;A.8 Technological controls;A.8.25;Secure Development Life Cycle;Rules for the secure development of software and systems should be established and applied.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.26;Application Security Requirements;Information security requirements should be identified, specified and approved when developing or acquiring applications.;A.8 Technological controls;A.8.26;Application Security Requirements;Information security requirements should be identified, specified and approved when developing or acquiring applications.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.29;Security Testing in Development and Acceptance;Security testing processes should be defined and implemented in the development life cycle.;A.8 Technological controls;A.8.29;Security Testing in Development and Acceptance;Security testing processes should be defined and implemented in the development life cycle.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.30;Outsourced Development;The organisation should direct, monitor and review the activities related to outsourced system development.;A.8 Technological controls;A.8.30;Outsourced Development;The organisation should direct, monitor and review the activities related to outsourced system development.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.31;Separation of Development, Test and Production Environments;Development, testing and production environments should be separated and secured.;A.8 Technological controls;A.8.31;Separation of Development, Test and Production Environments;Development, testing and production environments should be separated and secured.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.32;Change Management;Changes to information processing facilities and information systems should be subject to change management procedures.;A.8 Technological controls;A.8.32;Change Management;Changes to information processing facilities and information systems should be subject to change management procedures.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.33;Test Information;Test information should be appropriately selected, protected and managed.;A.8 Technological controls;A.8.33;Test Information;Test information should be appropriately selected, protected and managed.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
aws;ISO (the International Organization for Standardization) and IEC (the International Electrotechnical Commission) form the specialized system for worldwide standardization. National bodies that are members of ISO or IEC participate in the development of International Standards through technical committees established by the respective organization to deal with particular fields of technical activity. ISO and IEC technical committees collaborate in fields of mutual interest. Other international organizations, governmental and non-governmental, in liaison with ISO and IEC, also take part in the work.;;;2026-07-10 20:52:06.368954;A.8.34;Protection of Information Systems During Audit Testing;Audit tests and other assurance activities involving assessment of operational systems should be planned and agreed between the tester and appropriate management.;A.8 Technological controls;A.8.34;Protection of Information Systems During Audit Testing;Audit tests and other assurance activities involving assessment of operational systems should be planned and agreed between the tester and appropriate management.;MANUAL;Manual check;manual_check;manual;False;Manual check;ISO27001;ISO/IEC 27001 Information Security Management Standard 2022
